Price,Close,High,Low,Open,Volume
Ticker,LDOS,LDOS,LDOS,LDOS,LDOS
Date,,,,,
2006-10-17,22.38096046447754,22.517962099966674,21.99486792001405,22.50550688105486,1741338
2006-10-18,22.007322311401367,22.717235127435522,21.907684412214014,22.717235127435522,1484487
2006-10-19,21.509136199951172,22.15677675816113,21.434408739262356,22.007321836783497,1481774
2006-10-20,22.231510162353516,22.293784345696384,21.484233431503803,21.671052133171063,1440342
2006-10-23,22.156774520874023,22.542867003507155,21.982409180753272,22.542867003507155,1152306
2006-10-24,22.29378318786621,22.517965618223982,22.069598833327866,22.16923675182948,880349
2006-10-25,22.505517959594727,22.53042840968074,21.93260454615344,22.393426706751313,1214960
2006-10-26,24.04988670349121,24.82207390270198,22.50551230506968,22.704786234784,4729712
2006-10-27,24.996440887451172,25.033804631365083,24.137070929069438,24.41107235916509,3889418
2006-10-30,25.320253372192383,26.27925903995153,25.058705322341567,25.245523983534824,1939059
2006-10-31,24.909255981445312,26.129808048689547,24.635252651319213,25.95544456718648,1322082
2006-11-01,24.597888946533203,25.444803608804172,24.597888946533203,25.158346980840978,854186
2006-11-02,24.29898452758789,25.40744562577607,24.286529303146768,24.597894520725767,821745
2006-11-03,24.722440719604492,24.871897638704233,24.41107550546364,24.460894478496883,787037
2006-11-06,24.89680290222168,25.245531819416723,24.622801472698367,24.784711670714078,842360
2006-11-07,24.85942840576172,25.096065989094637,24.610335605143902,24.909247350721287,706928
2006-11-08,23.887977600097656,24.435980450651833,23.414702236057153,24.2989807001037,1550948
2006-11-09,25.158340454101562,25.158340454101562,23.788333777794644,24.012516163686634,992372
2006-11-10,24.89680290222168,25.046257877565147,24.298981076666948,24.90925812489392,765653
2006-11-13,24.759790420532227,24.859428310067813,24.560516565641063,24.859428310067813,332870
2006-11-14,24.834516525268555,24.98397141568585,24.535604820254207,24.809606094079168,520020
2006-11-15,24.93415641784668,25.058702820936485,24.722427340175994,24.83452044988287,591746
2006-11-16,25.00887680053711,25.008876800537106,24.72242034687925,24.85942192877806,374018
2006-11-17,24.6227970123291,24.909253612633623,24.460886843643085,24.909253612633623,485960
2006-11-20,24.286516189575195,24.772246590333904,24.074787109305483,24.722427643650427,427032
2006-11-21,23.98760414123535,24.22424171089002,23.66378390398582,24.16196755224516,1593351
2006-11-22,24.07478904724121,24.261609631297627,23.41469516622523,23.589058607382913,1469462
2006-11-24,23.875518798828125,23.912882536484375,23.63888115227837,23.688700110546883,141143
2006-11-27,23.539243698120117,23.78833654981331,22.978785743900637,23.663790123966713,826565
2006-11-28,23.539243698120117,23.589060729114422,22.517963775850188,23.165604420580326,782298
2006-11-29,23.713611602783203,23.900432238684154,23.53924811323797,23.85061327416518,458663
2006-11-30,23.626432418823242,23.75097888660122,23.36488618341622,23.66379809091959,246686
2006-12-01,23.439607620239258,23.60151779407965,23.302607888023886,23.576609276635192,371588
2006-12-04,23.3648738861084,23.414692831835296,23.12823629913071,23.19050853815429,306950
2006-12-05,23.638885498046875,23.75097673162245,23.265248052794945,23.40224780799369,370008
2006-12-06,23.788333892822266,23.80078718708969,23.327511976242413,23.63887704399139,580284
2006-12-07,23.92534065246582,23.975159616763268,23.53924800856736,23.912885430346268,364865
2006-12-08,24.09969711303711,24.224243515424746,23.726057905874196,23.738513123366975,545292
2006-12-11,23.61397361755371,24.286522847524147,23.55169943608239,24.09970415147142,499608
2006-12-12,24.560514450073242,24.685060839174678,23.352416207551208,23.663783142394713,946283
2006-12-13,22.71723747253418,23.788336340556796,22.567782532505124,23.788336340556796,2291693
2006-12-14,22.368518829345703,22.841794304526385,21.982424159449934,22.44324633340778,1634742
2006-12-15,23.290149688720703,23.47696835611401,22.418324751131177,22.704781323921132,3829397
2006-12-18,22.64250946044922,23.227875911002716,22.58023528747438,23.17805888163927,769095
2006-12-19,22.29378318786621,22.592693095009906,22.119417792578673,22.455693362295904,914936
2006-12-20,22.356061935424805,22.630063404596427,22.169243189212594,22.293789661414447,428207
2006-12-21,22.231510162353516,22.4556945285349,22.10696371984845,22.293784345696384,466439
2006-12-22,22.231510162353516,22.34360138335387,22.144327460181902,22.293784345696384,537881
2006-12-26,22.007322311401367,22.343595891753242,21.98241187451443,22.23150469830262,322340
2006-12-27,21.808055877685547,22.06960208497141,21.68350942329866,22.007329819868396,464495
2006-12-28,22.106962203979492,22.293782817017185,21.808052301808058,22.293782817017185,520506
2006-12-29,22.156774520874023,22.29377613442318,22.007319614587644,22.144319303956834,476847
2007-01-03,22.64250946044922,22.66741797513094,22.15677899280297,22.25641689989057,714542
2007-01-04,22.530420303344727,22.829330203380827,22.293782657755976,22.72969421142897,398115
2007-01-05,21.857868194580078,22.517964067704472,21.820504458759874,22.044688797861557,457083
2007-01-08,21.994871139526367,22.007326360261324,21.583868097078433,21.85786948398354,504995
2007-01-09,22.019765853881836,22.082039994339947,21.683492422453686,21.857855782541833,802103
2007-01-10,22.144319534301758,22.38095711311001,21.920137172540247,22.131864317255012,438332
2007-01-11,22.343591690063477,23.04105108067783,22.094498913116933,22.14431785334221,859451
2007-01-12,22.106962203979492,22.8916045455406,22.057143245557405,22.318691334137956,569268
2007-01-16,22.007322311401367,22.144322017558732,21.80804843720686,22.106958286408524,504387
2007-01-17,22.405868530273438,22.517959716072255,21.920138134298494,21.932591427711646,591948
2007-01-18,21.683500289916992,22.16923068017543,21.658589855023706,22.16923068017543,824540
2007-01-19,22.019765853881836,22.019765853881836,21.147943280903053,21.646128707850558,955071
2007-01-22,22.505517959594727,22.580245461490335,22.019787273092053,22.119425225073677,954342
2007-01-23,22.72969627380371,22.90405975658543,22.169238236202442,22.443239644157174,533102
2007-01-24,22.767057418823242,22.928967585633043,22.206599445124784,22.480600821838177,741353
2007-01-25,22.841785430908203,22.90405768537454,22.59269256468181,22.816876913957778,788454
2007-01-26,22.966327667236328,23.140691102387827,22.642507385151884,22.729690064817724,707373
2007-01-29,23.053508758544922,23.128236214772677,22.816871172430343,22.953870867454548,503537
2007-01-30,23.252779006958008,23.46450804952278,22.854231352824172,23.128232624518716,483125
2007-01-31,23.103328704833984,23.56415064215278,22.991237506301395,23.476967957456225,1063814
2007-02-01,22.60515594482422,23.1531589089855,22.25642696073806,23.041067655977223,1678563
2007-02-02,22.966327667236328,23.00369139792452,22.5677799237755,22.61759694857297,768285
2007-02-05,23.115787506103516,23.21542542524915,22.767058637454962,22.91651359199283,507992
2007-02-06,23.04105567932129,23.165602092652126,22.99123672915291,23.153146874064976,357858
2007-02-07,22.754602432250977,23.103331285815027,22.67987495821443,23.041059032178072,495477
2007-02-08,23.26524543762207,23.290153956445348,22.729695927385883,22.729695927385883,589194
2007-02-09,23.016151428222656,23.414699255008255,22.82933081154276,23.35242507472143,311405
2007-02-12,22.405868530273438,23.041053840646807,22.35604958408061,23.016145329640427,686597
2007-02-13,22.405868530273438,22.791961033862723,22.181684234495734,22.605142390864692,553473
2007-02-14,22.60515594482422,22.70479197277117,22.368518213746338,22.542881743698803,416057
2007-02-15,22.63005256652832,22.85423687879693,22.605144053689678,22.79196271043001,313065
2007-02-16,22.8293399810791,22.8293399810791,22.567793706528484,22.642521213542945,187313
