city,latitude,longitude,geo_point
New York,40.7127281,-74.0060152,POINT(-74.0060152 40.7127281)
London,51.507445600000004,-0.1277653,POINT(-0.1277653 51.507445600000004)
Tokyo,35.6768601,139.76389469999998,POINT(139.76389469999998 35.6768601)
Paris,48.8534951,2.3483915,POINT(2.3483915 48.8534951)
Berlin,52.510884999999995,13.3989367,POINT(13.3989367 52.510884999999995)
Sydney,-33.8698439,151.20828480000003,POINT(151.20828480000003 -33.8698439)
Toronto,43.6534817,-79.38393470000001,POINT(-79.38393470000001 43.6534817)
San Francisco,37.7792588,-122.41932859999999,POINT(-122.41932859999999 37.7792588)
Amsterdam,52.373079600000004,4.892453400000001,POINT(4.892453400000001 52.373079600000004)
Singapore,1.357107,103.81949920000001,POINT(103.81949920000001 1.357107)
Seoul,37.5666791,126.97829140000002,POINT(126.97829140000002 37.5666791)
Dubai,25.0742823,55.1885387,POINT(55.1885387 25.0742823)
Zurich,47.3744489,8.5410422,POINT(8.5410422 47.3744489)
Vancouver,49.2608724,-123.113952,POINT(-123.113952 49.2608724)
Melbourne,-37.8142454,144.96317319999997,POINT(144.96317319999997 -37.8142454)
Stockholm,59.3251172,18.0710935,POINT(18.0710935 59.3251172)
Copenhagen,55.6867243,12.5700724,POINT(12.5700724 55.6867243)
Munich,48.1371079,11.575382199999998,POINT(11.575382199999998 48.1371079)
Hong Kong,22.350627,114.18491609999998,POINT(114.18491609999998 22.350627)
Boston,42.355433399999995,-71.060511,POINT(-71.060511 42.355433399999995)
Chicago,41.875561600000005,-87.6244212,POINT(-87.6244212 41.875561600000005)
Barcelona,41.3825802,2.177073,POINT(2.177073 41.3825802)
Rome,41.8933203,12.4829321,POINT(12.4829321 41.8933203)
Vienna,48.2083537,16.372504199999998,POINT(16.372504199999998 48.2083537)
Brussels,50.8465573,4.351697,POINT(4.351697 50.8465573)
Madrid,40.416704700000004,-3.7035824999999996,POINT(-3.7035824999999996 40.416704700000004)
Oslo,59.913330099999996,10.7389701,POINT(10.7389701 59.913330099999996)
Dublin,53.349379500000005,-6.2605593,POINT(-6.2605593 53.349379500000005)
Lisbon,38.707750700000005,-9.1365919,POINT(-9.1365919 38.707750700000005)
Prague,50.05962879999999,14.446459299999999,POINT(14.446459299999999 50.05962879999999)
Budapest,47.4813896,19.146094100000003,POINT(19.146094100000003 47.4813896)
Warsaw,52.2337172,21.0714322,POINT(21.0714322 52.2337172)
Helsinki,60.16748810000001,24.9427473,POINT(24.9427473 60.16748810000001)
Reykjavik,64.145981,-21.9422367,POINT(-21.9422367 64.145981)
Auckland,-36.852095,174.76318030000002,POINT(174.76318030000002 -36.852095)
Montreal,45.50318239999999,-73.5698065,POINT(-73.5698065 45.50318239999999)
Mexico City,19.320772199999997,-99.15146779999999,POINT(-99.15146779999999 19.320772199999997)
Buenos Aires,-34.6083696,-58.4440583,POINT(-58.4440583 -34.6083696)
Sao Paulo,-23.5506507,-46.633382399999995,POINT(-46.633382399999995 -23.5506507)
Cape Town,-33.928830100000006,18.417219699999997,POINT(18.417219699999997 -33.928830100000006)
Shanghai,31.2312707,121.4700152,POINT(121.4700152 31.2312707)
Beijing,40.190632,116.412144,POINT(116.412144 40.190632)
Jakarta,-6.1754049,106.827168,POINT(106.827168 -6.1754049)
Istanbul,41.006381,28.975871500000004,POINT(28.975871500000004 41.006381)
Bangkok,13.7524938,100.49350890000001,POINT(100.49350890000001 13.7524938)
Kuala Lumpur,3.1526589,101.7022205,POINT(101.7022205 3.1526589)
Tel Aviv,32.0852997,34.7818064,POINT(34.7818064 32.0852997)
Lima,-12.0621065,-77.03652559999999,POINT(-77.03652559999999 -12.0621065)
Bogota,4.7110053,-74.0720857,POINT(-74.0720857 4.7110053)
Athens,33.9597677,-83.376398,POINT(-83.376398 33.9597677)
Edinburgh,55.9533456,-3.1883749,POINT(-3.1883749 55.9533456)
Glasgow,55.861155000000004,-4.250168700000001,POINT(-4.250168700000001 55.861155000000004)
Detroit,42.331550899999996,-83.04664029999999,POINT(-83.04664029999999 42.331550899999996)
Minneapolis,44.9772995,-93.2654692,POINT(-93.2654692 44.9772995)
Phoenix,33.448436699999995,-112.074141,POINT(-112.074141 33.448436699999995)
Denver,39.7392364,-104.984862,POINT(-104.984862 39.7392364)
Houston,29.7589382,-95.36769740000001,POINT(-95.36769740000001 29.7589382)
Atlanta,33.7489924,-84.3902644,POINT(-84.3902644 33.7489924)
Brisbane,-27.4689623,153.02350090000002,POINT(153.02350090000002 -27.4689623)
Adelaide,-34.928180499999996,138.5999312,POINT(138.5999312 -34.928180499999996)
Perth,-31.955893300000003,115.8605855,POINT(115.8605855 -31.955893300000003)
Valencia,39.4697065,-0.3763353,POINT(-0.3763353 39.4697065)
